epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train/acc_speed,train/acc_x,train/acc_y,train/acc_yaw,train/loss_all,train/loss_egospeed,train/loss_forecast,train/loss_path,train/loss_speed,train/loss_wp,train/loss_x,train/loss_y,train/loss_yaw,val/loss_all,val/loss_egospeed,val/loss_forecast,val/loss_path,val/loss_wp
,0.0002867723208711491,0.0002867723208711491,3684,,,,,,,,,,,,,,,,,,
,0.00028670771014527904,0.00028670771014527904,3689,,,,,,,,,,,,,,,,,,
,0.00028664294932258076,0.00028664294932258076,3694,,,,,,,,,,,,,,,,,,
,0.0002865780384741578,0.0002865780384741578,3699,,,,,,,,,,,,,,,,,,
,0.0002865129776712783,0.0002865129776712783,3704,,,,,,,,,,,,,,,,,,
,0.00028644776698537517,0.00028644776698537517,3709,,,,,,,,,,,,,,,,,,
,0.00028638240648804576,0.00028638240648804576,3714,,,,,,,,,,,,,,,,,,
,0.00028631689625105194,0.00028631689625105194,3719,,,,,,,,,,,,,,,,,,
,0.0002862512363463201,0.0002862512363463201,3724,,,,,,,,,,,,,,,,,,
,0.0002861854268459408,0.0002861854268459408,3729,,,,,,,,,,,,,,,,,,
,0.00028611946782216885,0.00028611946782216885,3734,,,,,,,,,,,,,,,,,,
,0.0002860533593474234,0.0002860533593474234,3739,,,,,,,,,,,,,,,,,,
,0.0002859871014942875,0.0002859871014942875,3744,,,,,,,,,,,,,,,,,,
,0.0002859206943355082,0.0002859206943355082,3749,,,,,,,,,,,,,,,,,,
,0.0002858541379439967,0.0002858541379439967,3754,,,,,,,,,,,,,,,,,,
,0.0002857874323928279,0.0002857874323928279,3759,,,,,,,,,,,,,,,,,,
,0.0002857205777552404,0.0002857205777552404,3764,,,,,,,,,,,,,,,,,,
,0.00028565357410463663,0.00028565357410463663,3769,,,,,,,,,,,,,,,,,,
,0.00028558642151458246,0.00028558642151458246,3774,,,,,,,,,,,,,,,,,,
,0.00028551912005880743,0.00028551912005880743,3779,,,,,,,,,,,,,,,,,,
,0.00028545166981120464,0.00028545166981120464,3784,,,,,,,,,,,,,,,,,,
,0.00028538407084583014,0.00028538407084583014,3789,,,,,,,,,,,,,,,,,,
,0.0002853163232369037,0.0002853163232369037,3794,,,,,,,,,,,,,,,,,,
,0.000285248427058808,0.000285248427058808,3799,,,,,,,,,,,,,,,,,,
,0.0002851803823860891,0.0002851803823860891,3804,,,,,,,,,,,,,,,,,,
,0.0002851121892934558,0.0002851121892934558,3809,,,,,,,,,,,,,,,,,,
,0.0002850438478557801,0.0002850438478557801,3814,,,,,,,,,,,,,,,,,,
,0.0002849753581480967,0.0002849753581480967,3819,,,,,,,,,,,,,,,,,,
,0.00028490672024560326,0.00028490672024560326,3824,,,,,,,,,,,,,,,,,,
,0.00028483793422366,0.00028483793422366,3829,,,,,,,,,,,,,,,,,,
,0.00028476900015778983,0.00028476900015778983,3834,,,,,,,,,,,,,,,,,,
,0.0002846999181236783,0.0002846999181236783,3839,,,,,,,,,,,,,,,,,,
,0.0002846306881971731,0.0002846306881971731,3844,,,,,,,,,,,,,,,,,,
,0.00028456131045428475,0.00028456131045428475,3849,,,,,,,,,,,,,,,,,,
,0.00028449178497118576,0.00028449178497118576,3854,,,,,,,,,,,,,,,,,,
,0.00028442211182421086,0.00028442211182421086,3859,,,,,,,,,,,,,,,,,,
,0.000284352291089857,0.000284352291089857,3864,,,,,,,,,,,,,,,,,,
,0.00028428232284478315,0.00028428232284478315,3869,,,,,,,,,,,,,,,,,,
,0.0002842122071658102,0.0002842122071658102,3874,,,,,,,,,,,,,,,,,,
,0.000284141944129921,0.000284141944129921,3879,,,,,,,,,,,,,,,,,,
,0.00028407153381426005,0.00028407153381426005,3884,,,,,,,,,,,,,,,,,,
,0.00028400097629613374,0.00028400097629613374,3889,,,,,,,,,,,,,,,,,,
,0.0002839302716530099,0.0002839302716530099,3894,,,,,,,,,,,,,,,,,,
,0.0002838594199625179,0.0002838594199625179,3899,,,,,,,,,,,,,,,,,,
,0.00028378842130244875,0.00028378842130244875,3904,,,,,,,,,,,,,,,,,,
,0.0002837172757507547,0.0002837172757507547,3909,,,,,,,,,,,,,,,,,,
,0.0002836459833855492,0.0002836459833855492,3914,,,,,,,,,,,,,,,,,,
,0.000283574544285107,0.000283574544285107,3919,,,,,,,,,,,,,,,,,,
,0.00028350295852786394,0.00028350295852786394,3924,,,,,,,,,,,,,,,,,,
,0.0002834312261924168,0.0002834312261924168,3929,,,,,,,,,,,,,,,,,,
,0.0002833593473575235,0.0002833593473575235,3934,,,,,,,,,,,,,,,,,,
,0.00028328732210210254,0.00028328732210210254,3939,,,,,,,,,,,,,,,,,,
,0.0002832151505052334,0.0002832151505052334,3944,,,,,,,,,,,,,,,,,,
,0.0002831428326461561,0.0002831428326461561,3949,,,,,,,,,,,,,,,,,,
,0.0002830703686042713,0.0002830703686042713,3954,,,,,,,,,,,,,,,,,,
,0.0002829977584591401,0.0002829977584591401,3959,,,,,,,,,,,,,,,,,,
,0.00028292500229048416,0.00028292500229048416,3964,,,,,,,,,,,,,,,,,,
,0.00028285210017818535,0.00028285210017818535,3969,,,,,,,,,,,,,,,,,,
,0.0002827790522022857,0.0002827790522022857,3974,,,,,,,,,,,,,,,,,,
,0.0002827058584429876,0.0002827058584429876,3979,,,,,,,,,,,,,,,,,,
,0.0002826325189806534,0.0002826325189806534,3984,,,,,,,,,,,,,,,,,,
,0.00028255903389580526,0.00028255903389580526,3989,,,,,,,,,,,,,,,,,,
,0.00028248540326912547,0.00028248540326912547,3994,,,,,,,,,,,,,,,,,,
,0.000282411627181456,0.000282411627181456,3999,,,,,,,,,,,,,,,,,,
,0.0002823377057137986,0.0002823377057137986,4004,,,,,,,,,,,,,,,,,,
,0.0002822636389473146,0.0002822636389473146,4009,,,,,,,,,,,,,,,,,,
,0.00028218942696332485,0.00028218942696332485,4014,,,,,,,,,,,,,,,,,,
,0.00028211506984330946,0.00028211506984330946,4019,,,,,,,,,,,,,,,,,,
,0.00028204056766890825,0.00028204056766890825,4024,,,,,,,,,,,,,,,,,,
,0.0002819659205219201,0.0002819659205219201,4029,,,,,,,,,,,,,,,,,,
,0.000281891128484303,0.000281891128484303,4034,,,,,,,,,,,,,,,,,,
,0.00028181619163817413,0.00028181619163817413,4039,,,,,,,,,,,,,,,,,,
,0.00028174111006580967,0.00028174111006580967,4044,,,,,,,,,,,,,,,,,,
,0.00028166588384964463,0.00028166588384964463,4049,,,,,,,,,,,,,,,,,,
,0.0002815905130722729,0.0002815905130722729,4054,,,,,,,,,,,,,,,,,,
,0.000281514997816447,0.000281514997816447,4059,,,,,,,,,,,,,,,,,,
,0.0002814393381650781,0.0002814393381650781,4064,,,,,,,,,,,,,,,,,,
,0.000281363534201236,0.000281363534201236,4069,,,,,,,,,,,,,,,,,,
,0.000281287586008149,0.000281287586008149,4074,,,,,,,,,,,,,,,,,,
,0.0002812114936692034,0.0002812114936692034,4079,,,,,,,,,,,,,,,,,,
,0.00028113525726794416,0.00028113525726794416,4084,,,,,,,,,,,,,,,,,,
,0.0002810588768880742,0.0002810588768880742,4089,,,,,,,,,,,,,,,,,,
,0.0002809823526134546,0.0002809823526134546,4094,,,,,,,,,,,,,,,,,,
,0.00028090568452810436,0.00028090568452810436,4099,,,,,,,,,,,,,,,,,,
,0.0002808288727162005,0.0002808288727162005,4104,,,,,,,,,,,,,,,,,,
,0.0002807519172620777,0.0002807519172620777,4109,,,,,,,,,,,,,,,,,,
,0.0002806748182502284,0.0002806748182502284,4114,,,,,,,,,,,,,,,,,,
,0.0002805975757653027,0.0002805975757653027,4119,,,,,,,,,,,,,,,,,,
,0.00028052018989210815,0.00028052018989210815,4124,,,,,,,,,,,,,,,,,,
,0.0002804426607156098,0.0002804426607156098,4129,,,,,,,,,,,,,,,,,,
,0.0002803649883209301,0.0002803649883209301,4134,,,,,,,,,,,,,,,,,,
,0.0002802871727933486,0.0002802871727933486,4139,,,,,,,,,,,,,,,,,,
,0.00028020921421830196,0.00028020921421830196,4144,,,,,,,,,,,,,,,,,,
,0.0002801311126813841,0.0002801311126813841,4149,,,,,,,,,,,,,,,,,,
,0.0002800528682683458,0.0002800528682683458,4154,,,,,,,,,,,,,,,,,,
,0.0002799744810650947,0.0002799744810650947,4159,,,,,,,,,,,,,,,,,,
5,,,4163,,,,,,,,,,,,,,9.612264633178711,5.578181743621826,2.082571029663086,0.3234163522720337,0.3344310522079468
5,,,4163,0.5819202661514282,0.1052396148443222,0.164994016289711,0.5463800430297852,3.9264278411865234,0.7632738947868347,2.241025447845459,0.1543528139591217,1.1184369325637817,0.1503628045320511,3.4690561294555664,3.006013870239258,1.370598554611206,,,,,
,0.00027989595115769525,0.00027989595115769525,4164,,,,,,,,,,,,,,,,,,
,0.00027981727863236845,0.00027981727863236845,4169,,,,,,,,,,,,,,,,,,
,0.00027973846357549215,0.00027973846357549215,4174,,,,,,,,,,,,,,,,,,
,0.00027965950607360037,0.00027965950607360037,4179,,,,,,,,,,,,,,,,,,
,0.0002795804062133838,0.0002795804062133838,4184,,,,,,,,,,,,,,,,,,
,0.00027950116408168935,0.00027950116408168935,4189,,,,,,,,,,,,,,,,,,
,0.00027942177976551997,0.00027942177976551997,4194,,,,,,,,,,,,,,,,,,
,0.00027934225335203496,0.00027934225335203496,4199,,,,,,,,,,,,,,,,,,
,0.0002792625849285495,0.0002792625849285495,4204,,,,,,,,,,,,,,,,,,
,0.0002791827745825347,0.0002791827745825347,4209,,,,,,,,,,,,,,,,,,
,0.00027910282240161755,0.00027910282240161755,4214,,,,,,,,,,,,,,,,,,
,0.00027902272847358075,0.00027902272847358075,4219,,,,,,,,,,,,,,,,,,
,0.00027894249288636254,0.00027894249288636254,4224,,,,,,,,,,,,,,,,,,
,0.0002788621157280568,0.0002788621157280568,4229,,,,,,,,,,,,,,,,,,
,0.00027878159708691276,0.00027878159708691276,4234,,,,,,,,,,,,,,,,,,
,0.00027870093705133507,0.00027870093705133507,4239,,,,,,,,,,,,,,,,,,
,0.0002786201357098836,0.0002786201357098836,4244,,,,,,,,,,,,,,,,,,
,0.00027853919315127336,0.00027853919315127336,4249,,,,,,,,,,,,,,,,,,
,0.00027845810946437434,0.00027845810946437434,4254,,,,,,,,,,,,,,,,,,
,0.0002783768847382116,0.0002783768847382116,4259,,,,,,,,,,,,,,,,,,
,0.00027829551906196503,0.00027829551906196503,4264,,,,,,,,,,,,,,,,,,
,0.0002782140125249691,0.0002782140125249691,4269,,,,,,,,,,,,,,,,,,
,0.00027813236521671326,0.00027813236521671326,4274,,,,,,,,,,,,,,,,,,
,0.0002780505772268412,0.0002780505772268412,4279,,,,,,,,,,,,,,,,,,
,0.00027796864864515123,0.00027796864864515123,4284,,,,,,,,,,,,,,,,,,
,0.000277886579561596,0.000277886579561596,4289,,,,,,,,,,,,,,,,,,
,0.00027780437006628245,0.00027780437006628245,4294,,,,,,,,,,,,,,,,,,
,0.0002777220202494717,0.0002777220202494717,4299,,,,,,,,,,,,,,,,,,
,0.00027763953020157876,0.00027763953020157876,4304,,,,,,,,,,,,,,,,,,
,0.0002775569000131728,0.0002775569000131728,4309,,,,,,,,,,,,,,,,,,
,0.00027747412977497673,0.00027747412977497673,4314,,,,,,,,,,,,,,,,,,
,0.0002773912195778674,0.0002773912195778674,4319,,,,,,,,,,,,,,,,,,
,0.0002773081695128751,0.0002773081695128751,4324,,,,,,,,,,,,,,,,,,
,0.00027722497967118387,0.00027722497967118387,4329,,,,,,,,,,,,,,,,,,
,0.0002771416501441311,0.0002771416501441311,4334,,,,,,,,,,,,,,,,,,
,0.0002770581810232076,0.0002770581810232076,4339,,,,,,,,,,,,,,,,,,
,0.00027697457240005746,0.00027697457240005746,4344,,,,,,,,,,,,,,,,,,
,0.00027689082436647787,0.00027689082436647787,4349,,,,,,,,,,,,,,,,,,
,0.00027680693701441917,0.00027680693701441917,4354,,,,,,,,,,,,,,,,,,
,0.00027672291043598455,0.00027672291043598455,4359,,,,,,,,,,,,,,,,,,
,0.00027663874472343017,0.00027663874472343017,4364,,,,,,,,,,,,,,,,,,
,0.000276554439969165,0.000276554439969165,4369,,,,,,,,,,,,,,,,,,
,0.00027646999626575045,0.00027646999626575045,4374,,,,,,,,,,,,,,,,,,
,0.0002763854137059006,0.0002763854137059006,4379,,,,,,,,,,,,,,,,,,
,0.0002763006923824821,0.0002763006923824821,4384,,,,,,,,,,,,,,,,,,
,0.00027621583238851387,0.00027621583238851387,4389,,,,,,,,,,,,,,,,,,
,0.000276130833817167,0.000276130833817167,4394,,,,,,,,,,,,,,,,,,
,0.0002760456967617648,0.0002760456967617648,4399,,,,,,,,,,,,,,,,,,
,0.0002759604213157826,0.0002759604213157826,4404,,,,,,,,,,,,,,,,,,
,0.00027587500757284786,0.00027587500757284786,4409,,,,,,,,,,,,,,,,,,
,0.00027578945562673954,0.00027578945562673954,4414,,,,,,,,,,,,,,,,,,
,0.00027570376557138865,0.00027570376557138865,4419,,,,,,,,,,,,,,,,,,
,0.0002756179375008776,0.0002756179375008776,4424,,,,,,,,,,,,,,,,,,
,0.0002755319715094405,0.0002755319715094405,4429,,,,,,,,,,,,,,,,,,
,0.00027544586769146287,0.00027544586769146287,4434,,,,,,,,,,,,,,,,,,
,0.0002753596261414814,0.0002753596261414814,4439,,,,,,,,,,,,,,,,,,
,0.00027527324695418424,0.00027527324695418424,4444,,,,,,,,,,,,,,,,,,
,0.0002751867302244104,0.0002751867302244104,4449,,,,,,,,,,,,,,,,,,
,0.00027510007604715015,0.00027510007604715015,4454,,,,,,,,,,,,,,,,,,
,0.00027501328451754457,0.00027501328451754457,4459,,,,,,,,,,,,,,,,,,
,0.0002749263557308854,0.0002749263557308854,4464,,,,,,,,,,,,,,,,,,
,0.0002748392897826153,0.0002748392897826153,4469,,,,,,,,,,,,,,,,,,
,0.0002747520867683274,0.0002747520867683274,4474,,,,,,,,,,,,,,,,,,
,0.0002746647467837654,0.0002746647467837654,4479,,,,,,,,,,,,,,,,,,
,0.0002745772699248233,0.0002745772699248233,4484,,,,,,,,,,,,,,,,,,
,0.0002744896562875454,0.0002744896562875454,4489,,,,,,,,,,,,,,,,,,
,0.00027440190596812633,0.00027440190596812633,4494,,,,,,,,,,,,,,,,,,
,0.0002743140190629105,0.0002743140190629105,4499,,,,,,,,,,,,,,,,,,
,0.00027422599566839247,0.00027422599566839247,4504,,,,,,,,,,,,,,,,,,
,0.00027413783588121665,0.00027413783588121665,4509,,,,,,,,,,,,,,,,,,
,0.0002740495397981772,0.0002740495397981772,4514,,,,,,,,,,,,,,,,,,
,0.0002739611075162178,0.0002739611075162178,4519,,,,,,,,,,,,,,,,,,
,0.0002738725391324318,0.0002738725391324318,4524,,,,,,,,,,,,,,,,,,
,0.0002737838347440621,0.0002737838347440621,4529,,,,,,,,,,,,,,,,,,
,0.0002736949944485006,0.0002736949944485006,4534,,,,,,,,,,,,,,,,,,
,0.0002736060183432886,0.0002736060183432886,4539,,,,,,,,,,,,,,,,,,
,0.0002735169065261166,0.0002735169065261166,4544,,,,,,,,,,,,,,,,,,
,0.00027342765909482393,0.00027342765909482393,4549,,,,,,,,,,,,,,,,,,
,0.0002733382761473989,0.0002733382761473989,4554,,,,,,,,,,,,,,,,,,
,0.0002732487577819787,0.0002732487577819787,4559,,,,,,,,,,,,,,,,,,
,0.0002731591040968489,0.0002731591040968489,4564,,,,,,,,,,,,,,,,,,
,0.00027306931519044403,0.00027306931519044403,4569,,,,,,,,,,,,,,,,,,
,0.0002729793911613468,0.0002729793911613468,4574,,,,,,,,,,,,,,,,,,
,0.0002728893321082884,0.0002728893321082884,4579,,,,,,,,,,,,,,,,,,
,0.0002727991381301482,0.0002727991381301482,4584,,,,,,,,,,,,,,,,,,
,0.0002727088093259539,0.0002727088093259539,4589,,,,,,,,,,,,,,,,,,
,0.0002726183457948809,0.0002726183457948809,4594,,,,,,,,,,,,,,,,,,
,0.0002725277476362529,0.0002725277476362529,4599,,,,,,,,,,,,,,,,,,
,0.000272437014949541,0.000272437014949541,4604,,,,,,,,,,,,,,,,,,
,0.00027234614783436435,0.00027234614783436435,4609,,,,,,,,,,,,,,,,,,
,0.0002722551463904896,0.0002722551463904896,4614,,,,,,,,,,,,,,,,,,
,0.00027216401071783074,0.00027216401071783074,4619,,,,,,,,,,,,,,,,,,
,0.0002720727409164494,0.0002720727409164494,4624,,,,,,,,,,,,,,,,,,
,0.0002719813370865541,0.0002719813370865541,4629,,,,,,,,,,,,,,,,,,
,0.000271889799328501,0.000271889799328501,4634,,,,,,,,,,,,,,,,,,
,0.0002717981277427928,0.0002717981277427928,4639,,,,,,,,,,,,,,,,,,
,0.0002717063224300796,0.0002717063224300796,4644,,,,,,,,,,,,,,,,,,
,0.0002716143834911579,0.0002716143834911579,4649,,,,,,,,,,,,,,,,,,
,0.0002715223110269712,0.0002715223110269712,4654,,,,,,,,,,,,,,,,,,
,0.0002714301051386096,0.0002714301051386096,4659,,,,,,,,,,,,,,,,,,
,0.00027133776592730944,0.00027133776592730944,4664,,,,,,,,,,,,,,,,,,
,0.00027124529349445377,0.00027124529349445377,4669,,,,,,,,,,,,,,,,,,
,0.00027115268794157164,0.00027115268794157164,4674,,,,,,,,,,,,,,,,,,
,0.00027105994937033845,0.00027105994937033845,4679,,,,,,,,,,,,,,,,,,
,0.0002709670778825755,0.0002709670778825755,4684,,,,,,,,,,,,,,,,,,
,0.0002708740735802501,0.0002708740735802501,4689,,,,,,,,,,,,,,,,,,
,0.0002707809365654754,0.0002707809365654754,4694,,,,,,,,,,,,,,,,,,
,0.0002706876669405101,0.0002706876669405101,4699,,,,,,,,,,,,,,,,,,
,0.0002705942648077589,0.0002705942648077589,4704,,,,,,,,,,,,,,,,,,
,0.00027050073026977143,0.00027050073026977143,4709,,,,,,,,,,,,,,,,,,
,0.00027040706342924316,0.00027040706342924316,4714,,,,,,,,,,,,,,,,,,
,0.00027031326438901453,0.00027031326438901453,4719,,,,,,,,,,,,,,,,,,
,0.0002702193332520713,0.0002702193332520713,4724,,,,,,,,,,,,,,,,,,
,0.0002701252701215442,0.0002701252701215442,4729,,,,,,,,,,,,,,,,,,
,0.00027003107510070886,0.00027003107510070886,4734,,,,,,,,,,,,,,,,,,
,0.0002699367482929857,0.0002699367482929857,4739,,,,,,,,,,,,,,,,,,
,0.0002698422898019399,0.0002698422898019399,4744,,,,,,,,,,,,,,,,,,
,0.0002697476997312812,0.0002697476997312812,4749,,,,,,,,,,,,,,,,,,
,0.0002696529781848638,0.0002696529781848638,4754,,,,,,,,,,,,,,,,,,
,0.0002695581252666862,0.0002695581252666862,4759,,,,,,,,,,,,,,,,,,
,0.0002694631410808913,0.0002694631410808913,4764,,,,,,,,,,,,,,,,,,
,0.0002693680257317659,0.0002693680257317659,4769,,,,,,,,,,,,,,,,,,
,0.000269272779323741,0.000269272779323741,4774,,,,,,,,,,,,,,,,,,
,0.0002691774019613914,0.0002691774019613914,4779,,,,,,,,,,,,,,,,,,
,0.00026908189374943563,0.00026908189374943563,4784,,,,,,,,,,,,,,,,,,
,0.000268986254792736,0.000268986254792736,4789,,,,,,,,,,,,,,,,,,
,0.0002688904851962983,0.0002688904851962983,4794,,,,,,,,,,,,,,,,,,
,0.0002687945850652719,0.0002687945850652719,4799,,,,,,,,,,,,,,,,,,
,0.00026869855450494917,0.00026869855450494917,4804,,,,,,,,,,,,,,,,,,
,0.00026860239362076603,0.00026860239362076603,4809,,,,,,,,,,,,,,,,,,
,0.00026850610251830126,0.00026850610251830126,4814,,,,,,,,,,,,,,,,,,
,0.0002684096813032767,0.0002684096813032767,4819,,,,,,,,,,,,,,,,,,
,0.000268313130081557,0.000268313130081557,4824,,,,,,,,,,,,,,,,,,
,0.0002682164489591497,0.0002682164489591497,4829,,,,,,,,,,,,,,,,,,
,0.0002681196380422048,0.0002681196380422048,4834,,,,,,,,,,,,,,,,,,
,0.00026802269743701475,0.00026802269743701475,4839,,,,,,,,,,,,,,,,,,
,0.00026792562725001454,0.00026792562725001454,4844,,,,,,,,,,,,,,,,,,
,0.0002678284275877815,0.0002678284275877815,4849,,,,,,,,,,,,,,,,,,
,0.0002677310985570349,0.0002677310985570349,4854,,,,,,,,,,,,,,,,,,
6,,,4857,,,,,,,,,,,,,,9.12161636352539,5.432496070861816,1.8442448377609253,0.30106455087661743,0.33955150842666626
6,,,4857,0.6742766499519348,0.1418776512145996,0.2092304527759552,0.6280092000961304,3.4668478965759277,0.7240515947341919,1.8954815864562988,0.1419549286365509,0.8914551138877869,0.13754034042358398,2.9955012798309326,2.60740327835083,1.0875669717788696,,,,,
,0.0002676336402646361,0.0002676336402646361,4859,,,,,,,,,,,,,,,,,,
,0.00026753605281758854,0.00026753605281758854,4864,,,,,,,,,,,,,,,,,,
,0.00026743833632303734,0.00026743833632303734,4869,,,,,,,,,,,,,,,,,,
,0.0002673404908882693,0.0002673404908882693,4874,,,,,,,,,,,,,,,,,,
,0.0002672425166207128,0.0002672425166207128,4879,,,,,,,,,,,,,,,,,,
,0.00026714441362793765,0.00026714441362793765,4884,,,,,,,,,,,,,,,,,,
,0.00026704618201765513,0.00026704618201765513,4889,,,,,,,,,,,,,,,,,,
,0.00026694782189771755,0.00026694782189771755,4894,,,,,,,,,,,,,,,,,,
,0.0002668493333761184,0.0002668493333761184,4899,,,,,,,,,,,,,,,,,,
,0.0002667507165609922,0.0002667507165609922,4904,,,,,,,,,,,,,,,,,,
,0.00026665197156061415,0.00026665197156061415,4909,,,,,,,,,,,,,,,,,,
,0.00026655309848340047,0.00026655309848340047,4914,,,,,,,,,,,,,,,,,,
,0.0002664540974379077,0.0002664540974379077,4919,,,,,,,,,,,,,,,,,,
,0.0002663549685328331,0.0002663549685328331,4924,,,,,,,,,,,,,,,,,,
,0.0002662557118770142,0.0002662557118770142,4929,,,,,,,,,,,,,,,,,,
,0.00026615632757942884,0.00026615632757942884,4934,,,,,,,,,,,,,,,,,,
,0.000266056815749195,0.000266056815749195,4939,,,,,,,,,,,,,,,,,,
,0.00026595717649557064,0.00026595717649557064,4944,,,,,,,,,,,,,,,,,,
,0.00026585740992795376,0.00026585740992795376,4949,,,,,,,,,,,,,,,,,,
,0.0002657575161558819,0.0002657575161558819,4954,,,,,,,,,,,,,,,,,,
,0.0002656574952890325,0.0002656574952890325,4959,,,,,,,,,,,,,,,,,,
,0.00026555734743722236,0.00026555734743722236,4964,,,,,,,,,,,,,,,,,,
,0.0002654570727104078,0.0002654570727104078,4969,,,,,,,,,,,,,,,,,,
,0.00026535667121868454,0.00026535667121868454,4974,,,,,,,,,,,,,,,,,,
,0.00026525614307228726,0.00026525614307228726,4979,,,,,,,,,,,,,,,,,,
,0.0002651554883815898,0.0002651554883815898,4984,,,,,,,,,,,,,,,,,,
,0.00026505470725710507,0.00026505470725710507,4989,,,,,,,,,,,,,,,,,,
,0.00026495379980948455,0.00026495379980948455,4994,,,,,,,,,,,,,,,,,,
,0.00026485276614951855,0.00026485276614951855,4999,,,,,,,,,,,,,,,,,,
,0.000264751606388136,0.000264751606388136,5004,,,,,,,,,,,,,,,,,,
,0.00026465032063640416,0.00026465032063640416,5009,,,,,,,,,,,,,,,,,,
,0.0002645489090055287,0.0002645489090055287,5014,,,,,,,,,,,,,,,,,,
,0.0002644473716068535,0.0002644473716068535,5019,,,,,,,,,,,,,,,,,,
,0.0002643457085518605,0.0002643457085518605,5024,,,,,,,,,,,,,,,,,,
,0.00026424391995216956,0.00026424391995216956,5029,,,,,,,,,,,,,,,,,,
,0.00026414200591953855,0.00026414200591953855,5034,,,,,,,,,,,,,,,,,,
,0.0002640399665658628,0.0002640399665658628,5039,,,,,,,,,,,,,,,,,,
,0.00026393780200317546,0.00026393780200317546,5044,,,,,,,,,,,,,,,,,,
,0.000263835512343647,0.000263835512343647,5049,,,,,,,,,,,,,,,,,,
,0.00026373309769958534,0.00026373309769958534,5054,,,,,,,,,,,,,,,,,,
,0.0002636305581834356,0.0002636305581834356,5059,,,,,,,,,,,,,,,,,,
,0.00026352789390778,0.00026352789390778,5064,,,,,,,,,,,,,,,,,,
,0.00026342510498533766,0.00026342510498533766,5069,,,,,,,,,,,,,,,,,,
,0.00026332219152896464,0.00026332219152896464,5074,,,,,,,,,,,,,,,,,,
,0.00026321915365165377,0.00026321915365165377,5079,,,,,,,,,,,,,,,,,,
,0.00026311599146653443,0.00026311599146653443,5084,,,,,,,,,,,,,,,,,,
,0.00026301270508687243,0.00026301270508687243,5089,,,,,,,,,,,,,,,,,,
,0.00026290929462607,0.00026290929462607,5094,,,,,,,,,,,,,,,,,,
,0.0002628057601976656,0.0002628057601976656,5099,,,,,,,,,,,,,,,,,,
,0.00026270210191533383,0.00026270210191533383,5104,,,,,,,,,,,,,,,,,,
,0.0002625983198928852,0.0002625983198928852,5109,,,,,,,,,,,,,,,,,,
,0.0002624944142442661,0.0002624944142442661,5114,,,,,,,,,,,,,,,,,,
,0.0002623903850835588,0.0002623903850835588,5119,,,,,,,,,,,,,,,,,,
,0.00026228623252498085,0.00026228623252498085,5124,,,,,,,,,,,,,,,,,,
,0.0002621819566828856,0.0002621819566828856,5129,,,,,,,,,,,,,,,,,,
,0.0002620775576717616,0.0002620775576717616,5134,,,,,,,,,,,,,,,,,,
,0.00026197303560623273,0.00026197303560623273,5139,,,,,,,,,,,,,,,,,,
,0.0002618683906010579,0.0002618683906010579,5144,,,,,,,,,,,,,,,,,,
,0.000261763622771131,0.000261763622771131,5149,,,,,,,,,,,,,,,,,,
,0.00026165873223148075,0.00026165873223148075,5154,,,,,,,,,,,,,,,,,,
,0.00026155371909727075,0.00026155371909727075,5159,,,,,,,,,,,,,,,,,,
,0.00026144858348379905,0.00026144858348379905,5164,,,,,,,,,,,,,,,,,,
,0.00026134332550649815,0.00026134332550649815,5169,,,,,,,,,,,,,,,,,,
,0.00026123794528093506,0.00026123794528093506,5174,,,,,,,,,,,,,,,,,,
,0.00026113244292281086,0.00026113244292281086,5179,,,,,,,,,,,,,,,,,,
,0.0002610268185479608,0.0002610268185479608,5184,,,,,,,,,,,,,,,,,,
,0.0002609210722723541,0.0002609210722723541,5189,,,,,,,,,,,,,,,,,,
,0.00026081520421209376,0.00026081520421209376,5194,,,,,,,,,,,,,,,,,,
,0.00026070921448341657,0.00026070921448341657,5199,,,,,,,,,,,,,,,,,,
,0.00026060310320269285,0.00026060310320269285,5204,,,,,,,,,,,,,,,,,,
,0.00026049687048642636,0.00026049687048642636,5209,,,,,,,,,,,,,,,,,,
,0.00026039051645125426,0.00026039051645125426,5214,,,,,,,,,,,,,,,,,,
,0.00026028404121394686,0.00026028404121394686,5219,,,,,,,,,,,,,,,,,,
,0.00026017744489140757,0.00026017744489140757,5224,,,,,,,,,,,,,,,,,,
,0.0002600707276006727,0.0002600707276006727,5229,,,,,,,,,,,,,,,,,,
,0.0002599638894589114,0.0002599638894589114,5234,,,,,,,,,,,,,,,,,,
,0.00025985693058342557,0.00025985693058342557,5239,,,,,,,,,,,,,,,,,,
,0.00025974985109164956,0.00025974985109164956,5244,,,,,,,,,,,,,,,,,,
,0.00025964265110115024,0.00025964265110115024,5249,,,,,,,,,,,,,,,,,,
,0.0002595353307296267,0.0002595353307296267,5254,,,,,,,,,,,,,,,,,,
,0.0002594278900949102,0.0002594278900949102,5259,,,,,,,,,,,,,,,,,,
,0.0002593203293149642,0.0002593203293149642,5264,,,,,,,,,,,,,,,,,,
,0.0002592126485078838,0.0002592126485078838,5269,,,,,,,,,,,,,,,,,,
,0.0002591048477918963,0.0002591048477918963,5274,,,,,,,,,,,,,,,,,,
,0.00025899692728536004,0.00025899692728536004,5279,,,,,,,,,,,,,,,,,,
,0.0002588888871067655,0.0002588888871067655,5284,,,,,,,,,,,,,,,,,,
